Cluster_ID;Codice;Nome;Componente;Descrizione;N_Events;Mean_Duration;N_Tuples;Occurrences
138;ILCK_PROP_22M8;ILCK_PROP_22M8;MDS;Cod. 22 Manettino fuori coasting dopo taglio trazione;2;2.60;5;5
248;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;2;0.08;5;5
248;ILCK_PROP_22M1;ILCK_PROP_22M1;MDS;Cod. 22 Manettino fuori coasting dopo taglio trazione;2;0.08;5;5
268;11064;_TCUNotOk_;TCU_M1;Perdita di comunicazione MVB con TCU M1;2;0.08;5;5
268;13064;_TCUNotOk_;TCU_M3;Perdita di comunicazione MVB con TCU M3;2;0.08;5;5
317;18050;_HVACcabNotOK_;HVAC_CAB_M8;Perdita di comunicazione con HVAC cabina M1;3;2.84;5;5
317;103036;_IDoorUnblock_;M3_Porta_gangway_2;Guasto microswitch porta Gangway 2;3;2.84;5;5
317;103038;_IDoorDCSFlt_;M3_Porta_gangway_2;Guasto microswitch porta Gangway 2;3;2.84;5;5
376;151021;_LowSpdTL_;M1_9K42;Linea treno Velocita' zero  attiva in M1-T4;4;3.43;5;5
376;158021;_LowSpdTL_;M8_9K42;Linea treno Velocita' zero  attiva in M8-T5;4;3.43;5;5
376;ILCK_PROP_08;ILCK_PROP_08;VEHICLE;Cod. 08 Loop porte aperto;4;3.43;5;5
376;ILCK_PROP_11M1;ILCK_PROP_11M1;MDS;Cod. 11 Rilascio Porte Destre Attivo;4;3.43;5;5
855;103036;_IDoorUnblock_;M3_Porta_gangway_2;Guasto microswitch porta Gangway 2;3;2.48;5;5
855;103038;_IDoorDCSFlt_;M3_Porta_gangway_2;Guasto microswitch porta Gangway 2;3;2.48;5;5
855;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;3;2.48;5;5
871;151021;_LowSpdTL_;M1_9K42;Linea treno Velocita' zero  attiva in M1-T4;5;5.28;5;5
871;158021;_LowSpdTL_;M8_9K42;Linea treno Velocita' zero  attiva in M8-T5;5;5.28;5;5
871;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;5;5.28;5;5
871;ILCK_PROP_08;ILCK_PROP_08;VEHICLE;Cod. 08 Loop porte aperto;5;5.28;5;5
871;ILCK_PROP_12M1;ILCK_PROP_12M1;MDS;Cod. 12 Rilascio Porte Sinistre Attivo;5;5.28;5;5
874;151015;_ACPantoSts_;VEHICLE;Pantografo AC alto in T2;2;0.00;5;5
874;ILCK_IP_T2_50;ILCK_IP_T2_50;T2_1Q4_IP;Cod 50. Assenza tensione 25KV;2;0.00;5;5
29;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;3;2.75;4;4
29;ILCK_PROP_17M8;ILCK_PROP_17M8;MDS;Cod. 17 Filo treno Taglio Trazione non alimentato;3;2.75;4;4
29;ILCK_PROP_22M8;ILCK_PROP_22M8;MDS;Cod. 22 Manettino fuori coasting dopo taglio trazione;3;2.75;4;4
50;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;4;3.10;4;4
50;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;4;3.10;4;4
50;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;4;3.10;4;4
50;ILCK_PROP_22M8;ILCK_PROP_22M8;MDS;Cod. 22 Manettino fuori coasting dopo taglio trazione;4;3.10;4;4
74;ILCK_PROP_01;ILCK_PROP_01;VEHICLE;Cod. 01 Max fren. di servizio richiesta da segnalamento;5;5.75;4;4
74;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;5;5.75;4;4
74;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;5;5.75;4;4
74;ILCK_PROP_05;ILCK_PROP_05;VEHICLE;Cod. 05 Taglio trazione da SSB attivo;5;5.75;4;4
74;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;5;5.75;4;4
81;41244;_ManDbvIsol_;BCU_M1;Rubinetto RIM 9S30 chiuso (valvola freni macchinista isolata man.);2;0.65;4;4
81;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;2;0.65;4;4
100;41357;BRKSTS_TL_Inc1;FRENO;Incongruenza BRAKE_STATUS_TL e manettino di frenatura M1;2;0.30;4;4
100;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;2;0.30;4;4
104;11050;_HVACcabNotOK_;HVAC_CAB_M1;Perdita di comunicazione con HVAC cabina M1;3;5.85;4;4
104;18050;_HVACcabNotOK_;HVAC_CAB_M8;Perdita di comunicazione con HVAC cabina M1;3;5.85;4;4
104;ILCK_PROP_13M1;ILCK_PROP_13_M1;MDS;Cod. 13 Leva MC 6S01 non in trazione;3;5.85;4;4
112;41353;9K48_Emg;FRENO;Frenatura di emergenza attivata da leva di frenatura in M1;3;0.45;4;4
112;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;3;0.45;4;4
112;ILCK_PROP_18M1;ILCK_PROP_18M1;MDS;Cod. 18 Linea Emergenza Attiva;3;0.45;4;4
118;18050;_HVACcabNotOK_;HVAC_CAB_M8;Perdita di comunicazione con HVAC cabina M1;2;1.90;4;4
118;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;2;1.90;4;4
143;48244;_ManDbvIsol_;BCU_M8;Rubinetto RIM 9S30 chiuso (valvola freni macchinista isolata man.);2;0.47;4;4
143;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;2;0.47;4;4
160;48353;9K48_Emg;FRENO;Frenatura di emergenza attivata da leva di frenatura in M8;3;0.40;4;4
160;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;3;0.40;4;4
160;ILCK_PROP_18M8;ILCK_PROP_18M8;MDS;Cod. 18 Linea Emergenza Attiva;3;0.40;4;4
196;18050;_HVACcabNotOK_;HVAC_CAB_M8;Perdita di comunicazione con HVAC cabina M1;2;1.60;4;4
196;150026;_9S14_;VEHICLE;Pressione CP sotto 8.5 bar in M8 (press. 9S14);2;1.60;4;4
276;13051;_HVACpxNotOK_;HVAC_M3;Perdita di comunicazione con HVAC M3;3;5.30;4;4
276;15051;_HVACpxNotOK_;HVAC_T5;Perdita di comunicazione con HVAC T5;3;5.30;4;4
276;16051;_HVACpxNotOK_;HVAC_M6;Perdita di comunicazione con HVAC M6;3;5.30;4;4
283;12051;_HVACpxNotOK_;HVAC_T2;Perdita di comunicazione con HVAC T2;2;2.95;4;4
283;17051;_HVACpxNotOK_;HVAC_T7;Perdita di comunicazione con HVAC T7;2;2.95;4;4
288;13051;_HVACpxNotOK_;HVAC_M3;Perdita di comunicazione con HVAC M3;3;2.65;4;4
288;14051;_HVACpxNotOK_;HVAC_T4;Perdita di comunicazione con HVAC T4;3;2.65;4;4
288;17051;_HVACpxNotOK_;HVAC_T7;Perdita di comunicazione con HVAC T7;3;2.65;4;4
309;151021;_LowSpdTL_;M1_9K42;Linea treno Velocita' zero  attiva in M1-T4;5;8.40;4;4
309;158021;_LowSpdTL_;M8_9K42;Linea treno Velocita' zero  attiva in M8-T5;5;8.40;4;4
309;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;5;8.40;4;4
309;ILCK_PROP_08;ILCK_PROP_08;VEHICLE;Cod. 08 Loop porte aperto;5;8.40;4;4
309;ILCK_PROP_12M8;ILCK_PROP_12M8;MDS;Cod. 12 Rilascio Porte Sinistre Attivo;5;8.40;4;4
310;151021;_LowSpdTL_;M1_9K42;Linea treno Velocita' zero  attiva in M1-T4;5;5.15;4;4
310;158021;_LowSpdTL_;M8_9K42;Linea treno Velocita' zero  attiva in M8-T5;5;5.15;4;4
310;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;5;5.15;4;4
310;ILCK_PROP_08;ILCK_PROP_08;VEHICLE;Cod. 08 Loop porte aperto;5;5.15;4;4
310;ILCK_PROP_12M8;ILCK_PROP_12M8;MDS;Cod. 12 Rilascio Porte Sinistre Attivo;5;5.15;4;4
315;103036;_IDoorUnblock_;M3_Porta_gangway_2;Guasto microswitch porta Gangway 2;3;1.20;4;4
315;103038;_IDoorDCSFlt_;M3_Porta_gangway_2;Guasto microswitch porta Gangway 2;3;1.20;4;4
315;ILCK_PROP_13M1;ILCK_PROP_13_M1;MDS;Cod. 13 Leva MC 6S01 non in trazione;3;1.20;4;4
321;11050;_HVACcabNotOK_;HVAC_CAB_M1;Perdita di comunicazione con HVAC cabina M1;3;2.45;4;4
321;103036;_IDoorUnblock_;M3_Porta_gangway_2;Guasto microswitch porta Gangway 2;3;2.45;4;4
321;103038;_IDoorDCSFlt_;M3_Porta_gangway_2;Guasto microswitch porta Gangway 2;3;2.45;4;4
324;106028;_IDoorUnblock_;M6_Porta_gangway_1;Guasto microswitch porta Gangway 1;5;5.20;4;4
324;106030;_IDoorDCSFlt_;M6_Porta_gangway_1;Guasto microswitch porta Gangway 1;5;5.20;4;4
324;107036;_IDoorUnblock_;T7_Porta_gangway_2;Guasto microswitch porta Gangway 2;5;5.20;4;4
324;107038;_IDoorDCSFlt_;T7_Porta_gangway_2;Guasto microswitch porta Gangway 2;5;5.20;4;4
324;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;5;5.20;4;4
351;ILCK_PROP_08;ILCK_PROP_08;VEHICLE;Cod. 08 Loop porte aperto;2;0.60;4;4
351;ILCK_PROP_11M1;ILCK_PROP_11M1;MDS;Cod. 11 Rilascio Porte Destre Attivo;2;0.60;4;4
426;21476;OP_DCMAINCNT_PREC_DC;CONV_TRAZ_M1;Apertura forz. contatt. Convert. Princip. DC;3;0.55;4;4
426;26476;OP_DCMAINCNT_PREC_DC;CONV_TRAZ_M6;Apertura forz. contatt. Convert. Princip. DC;3;0.55;4;4
426;ILCK_PROP_14;ILCK_PROP_14;MDS;Cod. 14 Nessuna direzione impostata;3;0.55;4;4
430;21456;MIC_INV_ALRM_RHEO_BLOC_NO_APIR;CONV_TRAZ_M1;Allarme blocco restato;5;2.30;4;4
430;21476;OP_DCMAINCNT_PREC_DC;CONV_TRAZ_M1;Apertura forz. contatt. Convert. Princip. DC;5;2.30;4;4
430;26456;MIC_INV_ALRM_RHEO_BLOC_NO_APIR;CONV_TRAZ_M6;Allarme blocco restato;5;2.30;4;4
430;26476;OP_DCMAINCNT_PREC_DC;CONV_TRAZ_M6;Apertura forz. contatt. Convert. Princip. DC;5;2.30;4;4
430;ILCK_PROP_14;ILCK_PROP_14;MDS;Cod. 14 Nessuna direzione impostata;5;2.30;4;4
457;18201;CCU_FltWtbR2;VEHICLE;Mancata ricezione R2 in CCU M8;11;8.55;4;4
457;18202;CCU_FltWtbComm;VEHICLE;Mancata comunicazione WTB in CCU M8;11;8.55;4;4
457;150007;_Standby_;VEHICLE;Stato STANDBY attivo;11;8.55;4;4
457;150009;_Parking_;VEHICLE;Stato PARKING attivo;11;8.55;4;4
457;151014;_DCPantoSts_;VEHICLE;Pantografo DC alto in T2;11;8.55;4;4
457;ILCK_IRIP_T2_68;ILCK_IRIP_T2_68;T2_MCB;Cod 68. Mancata comunic. WTB con semitreno remoto;11;8.55;4;4
457;ILCK_IRIP_T7_68;ILCK_IRIP_T7_68;T7_MCB;Cod 68. Mancata comunic. WTB con semitreno remoto;11;8.55;4;4
457;ILCK_IR_T2_40;ILCK_IR_T2_40;T2_1Q2_IR;Cod 40. Contattore 1Q1 non nello stato DC;11;8.55;4;4
457;ILCK_PROP_15;ILCK_PROP_15;MDS;Cod. 15 Nessun banco abilitato;11;8.55;4;4
457;ILCK_Panto_T2_45;ILCK_Panto_T2_45;T2_PANTO;Cod 45. Mancata comunic. WTB con semitreno remoto;11;8.55;4;4
457;ILCK_Panto_T7_45;ILCK_Panto_T7_45;T7_PANTO;Cod 45. Mancata comunic. WTB con semitreno remoto;11;8.55;4;4
471;150017;_CmdCloseIR_;VEHICLE;Comando chiusura IR/IP da banco;4;1.60;4;4
471;157019;_1Q21_;T7_1Q2_IR;IR chiuso in cassa T7;4;1.60;4;4
471;EVT_IP_T2_47;EVT_IP_T2_47;T2_1Q4_IP;Cod 47. Line Voltage Type non 25KV;4;1.60;4;4
471;EVT_IP_T7_47;EVT_IP_T7_47;T7_1Q4_IP;Cod 47. Line Voltage Type non 25KV;4;1.60;4;4
886;18201;CCU_FltWtbR2;VEHICLE;Mancata ricezione R2 in CCU M8;13;8.45;4;4
886;18202;CCU_FltWtbComm;VEHICLE;Mancata comunicazione WTB in CCU M8;13;8.45;4;4
886;51001;ScmtOn_CabOff_1;SCMT_M1;Piastra abilitata in M1 con banco M1 disabilitato;13;8.45;4;4
886;150007;_Standby_;VEHICLE;Stato STANDBY attivo;13;8.45;4;4
886;150009;_Parking_;VEHICLE;Stato PARKING attivo;13;8.45;4;4
886;151014;_DCPantoSts_;VEHICLE;Pantografo DC alto in T2;13;8.45;4;4
886;ILCK_IRIP_T2_68;ILCK_IRIP_T2_68;T2_MCB;Cod 68. Mancata comunic. WTB con semitreno remoto;13;8.45;4;4
886;ILCK_IRIP_T7_68;ILCK_IRIP_T7_68;T7_MCB;Cod 68. Mancata comunic. WTB con semitreno remoto;13;8.45;4;4
886;ILCK_IR_T2_40;ILCK_IR_T2_40;T2_1Q2_IR;Cod 40. Contattore 1Q1 non nello stato DC;13;8.45;4;4
886;ILCK_PROP_05;ILCK_PROP_05;VEHICLE;Cod. 05 Taglio trazione da SSB attivo;13;8.45;4;4
886;ILCK_PROP_15;ILCK_PROP_15;MDS;Cod. 15 Nessun banco abilitato;13;8.45;4;4
886;ILCK_Panto_T2_45;ILCK_Panto_T2_45;T2_PANTO;Cod 45. Mancata comunic. WTB con semitreno remoto;13;8.45;4;4
886;ILCK_Panto_T7_45;ILCK_Panto_T7_45;T7_PANTO;Cod 45. Mancata comunic. WTB con semitreno remoto;13;8.45;4;4
898;11058;_LCUNotOk_;LCU1_M1;Mancata Comunicazione con LCU1;16;1.66;4;4
898;11064;_TCUNotOk_;TCU_M1;Perdita di comunicazione MVB con TCU M1;16;1.66;4;4
898;12058;_LCUNotOk_;LCU2_T2;Mancata Comunicazione con LCU2;16;1.66;4;4
898;12060;_LCU5NotOk_;LCU5_T2;Mancata Comunicazione con LCU5;16;1.66;4;4
898;13058;_LCUNotOk_;LCU3_M3;Mancata Comunicazione con LCU3;16;1.66;4;4
898;13064;_TCUNotOk_;TCU_M3;Perdita di comunicazione MVB con TCU M3;16;1.66;4;4
898;14058;_LCUNotOk_;LCU4_T4;Mancata Comunicazione con LCU4;16;1.66;4;4
898;15058;_LCUNotOk_;LCU4_T5;Mancata Comunicazione con LCU4;16;1.66;4;4
898;16058;_LCUNotOk_;LCU3_M6;Mancata Comunicazione con LCU3;16;1.66;4;4
898;16064;_TCUNotOk_;TCU_M6;Perdita di comunicazione MVB con TCU M6;16;1.66;4;4
898;17058;_LCUNotOk_;LCU2_T7;Mancata Comunicazione con LCU2;16;1.66;4;4
898;17060;_LCU5NotOk_;LCU5_T7;Mancata Comunicazione con LCU5;16;1.66;4;4
898;18058;_LCUNotOk_;LCU1_M8;Mancata Comunicazione con LCU1;16;1.66;4;4
898;18064;_TCUNotOk_;TCU_M8;Perdita di comunicazione MVB con TCU M8;16;1.66;4;4
898;ILCK_Panto_T2_15;ILCK_Panto_T2_15;T2_PANTO;Cod 15. Assenza di comunicazione tra LCU5 e CCU;16;1.66;4;4
898;ILCK_Panto_T7_15;ILCK_Panto_T7_15;T7_PANTO;Cod 15. Assenza di comunicazione tra LCU5 e CCU;16;1.66;4;4
7;11050;_HVACcabNotOK_;HVAC_CAB_M1;Perdita di comunicazione con HVAC cabina M1;2;3.81;3;3
7;150026;_9S14_;VEHICLE;Pressione CP sotto 8.5 bar in M8 (press. 9S14);2;3.81;3;3
21;41357;BRKSTS_TL_Inc1;FRENO;Incongruenza BRAKE_STATUS_TL e manettino di frenatura M1;3;2.27;3;3
21;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;3;2.27;3;3
21;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;3;2.27;3;3
43;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;3;3.00;3;3
43;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;3;3.00;3;3
43;ILCK_PROP_22M1;ILCK_PROP_22M1;MDS;Cod. 22 Manettino fuori coasting dopo taglio trazione;3;3.00;3;3
51;48357;BRKSTS_TL_Inc1;FRENO;Incongruenza BRAKE_STATUS_TL e manettino di frenatura M8;5;3.94;3;3
51;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;5;3.94;3;3
51;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;5;3.94;3;3
51;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;5;3.94;3;3
51;ILCK_PROP_22M8;ILCK_PROP_22M8;MDS;Cod. 22 Manettino fuori coasting dopo taglio trazione;5;3.94;3;3
54;ILCK_PROP_10;ILCK_PROP_10;VEHICLE;Cod. 10 Nessuna velocita' impostata;2;2.80;3;3
54;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;2;2.80;3;3
90;96183;_PneuFlt_;M6_Gradino_Porta1;Avaria unita' pneum. gradino porta 1 M6;2;2.67;3;3
90;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;2;2.67;3;3
114;41353;9K48_Emg;FRENO;Frenatura di emergenza attivata da leva di frenatura in M1;5;4.46;3;3
114;150026;_9S14_;VEHICLE;Pressione CP sotto 8.5 bar in M8 (press. 9S14);5;4.46;3;3
114;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;5;4.46;3;3
114;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;5;4.46;3;3
114;ILCK_PROP_18M1;ILCK_PROP_18M1;MDS;Cod. 18 Linea Emergenza Attiva;5;4.46;3;3
119;48357;BRKSTS_TL_Inc1;FRENO;Incongruenza BRAKE_STATUS_TL e manettino di frenatura M8;3;2.47;3;3
119;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;3;2.47;3;3
119;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;3;2.47;3;3
161;48353;9K48_Emg;FRENO;Frenatura di emergenza attivata da leva di frenatura in M8;2;0.13;3;3
161;ILCK_PROP_18M8;ILCK_PROP_18M8;MDS;Cod. 18 Linea Emergenza Attiva;2;0.13;3;3
203;18050;_HVACcabNotOK_;HVAC_CAB_M8;Perdita di comunicazione con HVAC cabina M1;2;2.93;3;3
203;86079;_SnsrHighprssrB46_;HVAC_M6;Guasto sensore di pressione B46;2;2.93;3;3
210;48357;BRKSTS_TL_Inc1;FRENO;Incongruenza BRAKE_STATUS_TL e manettino di frenatura M8;4;5.07;3;3
210;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;4;5.07;3;3
210;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;4;5.07;3;3
210;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;4;5.07;3;3
219;ILCK_PROP_01;ILCK_PROP_01;VEHICLE;Cod. 01 Max fren. di servizio richiesta da segnalamento;5;4.34;3;3
219;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;5;4.34;3;3
219;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;5;4.34;3;3
219;ILCK_PROP_05;ILCK_PROP_05;VEHICLE;Cod. 05 Taglio trazione da SSB attivo;5;4.34;3;3
219;ILCK_PROP_13M1;ILCK_PROP_13_M1;MDS;Cod. 13 Leva MC 6S01 non in trazione;5;4.34;3;3
258;44275;_Cmpr1OilLvlFlt_;FRENO;Livello olio basso nel compressore 1;3;0.27;3;3
258;45275;_Cmpr1OilLvlFlt_;FRENO;Livello olio basso nel compressore 1;3;0.27;3;3
258;45281;_Cmpr2OilLvlFlt_;FRENO;Livello olio basso nel compressore 2;3;0.27;3;3
259;ILCK_PROP_01;ILCK_PROP_01;VEHICLE;Cod. 01 Max fren. di servizio richiesta da segnalamento;4;2.67;3;3
259;ILCK_PROP_05;ILCK_PROP_05;VEHICLE;Cod. 05 Taglio trazione da SSB attivo;4;2.67;3;3
259;ILCK_PROP_13M1;ILCK_PROP_13_M1;MDS;Cod. 13 Leva MC 6S01 non in trazione;4;2.67;3;3
259;ILCK_PROP_22M1;ILCK_PROP_22M1;MDS;Cod. 22 Manettino fuori coasting dopo taglio trazione;4;2.67;3;3
318;103036;_IDoorUnblock_;M3_Porta_gangway_2;Guasto microswitch porta Gangway 2;3;2.73;3;3
318;103038;_IDoorDCSFlt_;M3_Porta_gangway_2;Guasto microswitch porta Gangway 2;3;2.73;3;3
318;ILCK_PROP_13M8;ILCK_PROP_13_M8;MDS;Cod. 13 Leva MC 6S01 non in trazione;3;2.73;3;3
369;106036;_IDoorUnblock_;M6_Porta_gangway_2;Guasto microswitch porta Gangway 2;3;4.27;3;3
369;106038;_IDoorDCSFlt_;M6_Porta_gangway_2;Guasto microswitch porta Gangway 2;3;4.27;3;3
369;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;3;4.27;3;3
375;151021;_LowSpdTL_;M1_9K42;Linea treno Velocita' zero  attiva in M1-T4;6;5.73;3;3
375;158021;_LowSpdTL_;M8_9K42;Linea treno Velocita' zero  attiva in M8-T5;6;5.73;3;3
375;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;6;5.73;3;3
375;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;6;5.73;3;3
375;ILCK_PROP_08;ILCK_PROP_08;VEHICLE;Cod. 08 Loop porte aperto;6;5.73;3;3
375;ILCK_PROP_11M1;ILCK_PROP_11M1;MDS;Cod. 11 Rilascio Porte Destre Attivo;6;5.73;3;3
439;41042;_Ed1Low_;BCU_M1;Sforzo frenatura dinamica insufficiente in frenatura di servizio;5;2.80;3;3
439;43043;_Ed2Low_;BCU_M3;Sforzo frenatura dinamica insufficiente in frenatura di servizio;5;2.80;3;3
439;46043;_Ed2Low_;BCU_M6;Sforzo frenatura dinamica insufficiente in frenatura di servizio;5;2.80;3;3
439;48042;_Ed1Low_;BCU_M8;Sforzo frenatura dinamica insufficiente in frenatura di servizio;5;2.80;3;3
439;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;5;2.80;3;3
496;48353;9K48_Emg;FRENO;Frenatura di emergenza attivata da leva di frenatura in M8;6;10.67;3;3
496;151021;_LowSpdTL_;M1_9K42;Linea treno Velocita' zero  attiva in M1-T4;6;10.67;3;3
496;158021;_LowSpdTL_;M8_9K42;Linea treno Velocita' zero  attiva in M8-T5;6;10.67;3;3
496;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;6;10.67;3;3
496;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;6;10.67;3;3
496;ILCK_PROP_18M8;ILCK_PROP_18M8;MDS;Cod. 18 Linea Emergenza Attiva;6;10.67;3;3
661;21476;OP_DCMAINCNT_PREC_DC;CONV_TRAZ_M1;Apertura forz. contatt. Convert. Princip. DC;9;4.80;3;3
661;26476;OP_DCMAINCNT_PREC_DC;CONV_TRAZ_M6;Apertura forz. contatt. Convert. Princip. DC;9;4.80;3;3
661;41353;9K48_Emg;FRENO;Frenatura di emergenza attivata da leva di frenatura in M1;9;4.80;3;3
661;ILCK_PROP_03;ILCK_PROP_03;VEHICLE;Cod. 03 Comando di frenatura da manipolatore attivo;9;4.80;3;3
661;ILCK_PROP_04;ILCK_PROP_04;VEHICLE;Cod. 04 Condotta Generale scarica;9;4.80;3;3
661;ILCK_PROP_14;ILCK_PROP_14;MDS;Cod. 14 Nessuna direzione impostata;9;4.80;3;3
661;ILCK_PROP_18M1;ILCK_PROP_18M1;MDS;Cod. 18 Linea Emergenza Attiva;9;4.80;3;3
661;ILCK_PROP_02;ILCK_PROP_02;VEHICLE;Cod. 02 Taglio trazione comandato da RCEC;9;4.80;3;1
661;ILCK_PROP_20M1;ILCK_PROP_20M1;MDS;Cod. 20 Freno di stazionamento attivo (TT a 2 km/h);9;4.80;3;1
831;26376;NO_LINE_VOLTAGE;CONV_TRAZ_M6;Nessuna tensione di linea;26;10.13;3;3
831;26476;OP_DCMAINCNT_PREC_DC;CONV_TRAZ_M6;Apertura forz. contatt. Convert. Princip. DC;26;10.13;3;3
831;27008;_DCPantoFlt_;T7_Panto3kV;Guasto pantografo 3kV in T7;26;10.13;3;3
831;28219;_MCQ1SwitchSts_;TCU_M8;Guasto interruttore di isolamento 25 kV (stato);26;10.13;3;3
831;150016;_IRIP_OpenSts_;VEHICLE;Nessun IR o IP chiuso;26;10.13;3;3
831;151022;_HvOnBoardUnit_;T2_1Q4_IP;Alta tensione non presente in M1-T4;26;10.13;3;3
831;158022;_HvOnBoardUnit_;T7_1Q4_IP;Alta tensione non presente in M8-T5;26;10.13;3;3
831;207001;PCU_Flt;EPCU_T7;Avaria PCU panto 3 kV T7;26;10.13;3;3
831;207010;PCU_reg;EPCU_T7;Errore regolazione pressione di riferimento;26;10.13;3;3
831;ILCK_IRIP_T2_56;ILCK_IRIP_T2_56;T2_MCB;Cod 56. Apertura da TCU1  locale (M1);26;10.13;3;3
831;ILCK_IRIP_T2_59;ILCK_IRIP_T2_59;T2_MCB;Cod 59. Apertura da TCU2 remota (M6);26;10.13;3;3
831;ILCK_IRIP_T7_57;ILCK_IRIP_T7_57;T7_MCB;Cod 57. Apertura da TCU2  locale (M6);26;10.13;3;3
831;ILCK_IR_T2_01;ILCK_IR_T2_01;T2_1Q2_IR;Cod 01. Mancanza tensione di linea su treno locale;26;10.13;3;3
831;ILCK_IR_T7_40;ILCK_IR_T7_40;T2_1Q2_IR;Cod 40. Contattore 1Q1 non nello stato DC;26;10.13;3;3
831;ILCK_IR_T7_52;ILCK_IR_T7_52;T2_1Q2_IR;Cod 52. Comando apertura DC per guasto Pantografo;26;10.13;3;3
831;ILCK_PROP_21M1;ILCK_PROP_21M1;MDS;Cod. 21 AT non presente;26;10.13;3;3
831;ILCK_PantoDC_T7_22;ILCK_PantoDC_T7_22;T7_Panto3kV;Cod 22. Guasto centralina EPCU di controllo Pantografo;26;10.13;3;3
831;21376;NO_LINE_VOLTAGE;CONV_TRAZ_M1;Nessuna tensione di linea;26;10.13;3;2
