event_id,train_id,event_timestamp,event_code,event_name,component,event_description,cluster_id
2951,T456,2024-07-09 11:11:55.882719,ILCK_PROP_05,ILCK_PROP_05,VEHICLE,Cod. 05 Taglio trazione da SSB attivo,914
2952,T456,2024-07-09 11:11:56.082713,ILCK_PROP_21M8,ILCK_PROP_21M8,MDS,Cod. 21 AT non presente,914
2953,T456,2024-07-09 11:11:56.287219,ILCK_Panto_T2_07,ILCK_Panto_T2_07,T2_PANTO,Cod 07. Comando abbassamento panto richiesto da remoto,914
2954,T456,2024-07-09 11:11:56.492106,ILCK_Panto_T7_12,ILCK_Panto_T7_12,T7_PANTO,Cod 12. Abbassamento Panto richiesto dal segnalamento,914
2955,T456,2024-07-09 11:11:56.69659,26481,OPIR_OPQ1,Q1_M6,Apertura forzata IP-IR per apertura Q1,914
3144,T456,2024-07-09 11:30:14.16483,11201,CCU_FltWtbR2,VEHICLE,Mancata ricezione R2 in CCU M1,885
3145,T456,2024-07-09 11:30:14.821995,11202,CCU_FltWtbComm,VEHICLE,Mancata comunicazione WTB in CCU M1,885
3319,T456,2024-07-09 11:59:53.832883,ILCK_Panto_T2_07,ILCK_Panto_T2_07,T2_PANTO,Cod 07. Comando abbassamento panto richiesto da remoto,830
3320,T456,2024-07-09 11:59:54.240972,ILCK_Panto_T2_16,ILCK_Panto_T2_16,T2_PANTO,Cod 16. Filo treno di abbassamento Panto Attivo,830
3334,T456,2024-07-09 11:59:58.720969,ILCK_IRIP_T2_13,ILCK_IRIP_T2_13,T2_MCB,Cod 13. Apertura IR/IP da TRAIN LINE,830
3335,T456,2024-07-09 11:59:59.12836,ILCK_IRIP_T7_28,ILCK_IRIP_T7_28,T7_MCB,Cod 28. Apertura Interruttore principale richiesto DRIVER da banco Abilitato,830
3336,T456,2024-07-09 11:59:59.53577,ILCK_IRIP_T7_56,ILCK_IRIP_T7_56,T7_MCB,Cod 56. Apertura da TCU1  locale (M8),830
3526,T456,2024-07-09 12:07:28.177097,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,219
3724,T456,2024-07-09 12:13:48.569912,15051,_HVACpxNotOK_,HVAC_T5,Perdita di comunicazione con HVAC T5,276
3957,T456,2024-07-09 12:39:26.735987,ILCK_IR_T2_40,ILCK_IR_T2_40,T2_1Q2_IR,Cod 40. Contattore 1Q1 non nello stato DC,789
3958,T456,2024-07-09 12:39:27.48781,ILCK_IR_T7_01,ILCK_IR_T7_01,T2_1Q2_IR,Cod 01. Mancanza tensione di linea su treno locale,789
4172,T456,2024-07-09 13:00:08.0709,ILCK_IRIP_T2_28,ILCK_IRIP_T2_28,T2_MCB,Cod 28. Apertura Interruttore principale richiesto DRIVER da banco Abilitato,909
4173,T456,2024-07-09 13:00:08.157025,108028,_IDoorUnblock_,M8_Porta_gangway_1,Guasto microswitch porta Gangway,437
4174,T456,2024-07-09 13:00:09.217414,108030,_IDoorDCSFlt_,M8_Porta_gangway_1,Guasto microswitch porta Gangway,437
4175,T456,2024-07-09 13:00:09.579423,ILCK_IR_T7_52,ILCK_IR_T7_52,T2_1Q2_IR,Cod 52. Comando apertura DC per guasto Pantografo,909
4300,T456,2024-07-09 13:06:53.212475,ILCK_IRIP_T7_03,ILCK_IRIP_T7_03,T7_MCB,Cod 03. Apertura Interruttore principale richiesto da TCU1 M8,914
4301,T456,2024-07-09 13:06:53.417865,ILCK_IRIP_T7_09,ILCK_IRIP_T7_09,T2_1Q2_IR,Cod 09. Apertura Interruttore principale da ETCS,914
4302,T456,2024-07-09 13:06:53.621575,ILCK_IRIP_T7_39,ILCK_IRIP_T7_39,T7_MCB,Cod 39. Master Controller non in IDLE,914
4303,T456,2024-07-09 13:06:53.8264,ILCK_IRIP_T7_56,ILCK_IRIP_T7_56,T7_MCB,Cod 56. Apertura da TCU1  locale (M8),914
4304,T456,2024-07-09 13:06:54.03091,ILCK_IRIP_T7_57,ILCK_IRIP_T7_57,T7_MCB,Cod 57. Apertura da TCU2  locale (M6),914
4463,T456,2024-07-09 13:15:30.504805,21376,NO_LINE_VOLTAGE,CONV_TRAZ_M1,Nessuna tensione di linea,918
813,T456,2024-07-09 08:58:57.348572,158022,_HvOnBoardUnit_,T7_1Q4_IP,Alta tensione non presente in M8-T5,920
814,T456,2024-07-09 08:58:57.406444,EVT_IP_T2_47,EVT_IP_T2_47,T2_1Q4_IP,Cod 47. Line Voltage Type non 25KV,920
815,T456,2024-07-09 08:58:57.46447,EVT_IP_T7_47,EVT_IP_T7_47,T7_1Q4_IP,Cod 47. Line Voltage Type non 25KV,920
816,T456,2024-07-09 08:58:57.522498,ILCK_PROP_21M1,ILCK_PROP_21M1,MDS,Cod. 21 AT non presente,920
817,T456,2024-07-09 08:59:16.5784,103046,_IDoorDCSFlt_,M3_Porta_intermedia,Guasto microswitch porta intermedia,680
818,T456,2024-07-09 08:59:16.578271,103044,_IDoorUnblock_,M3_Porta_intermedia,Guasto microswitch porta intermedia,680
819,T456,2024-07-09 08:59:22.844091,41353,9K48_Emg,FRENO,Frenatura di emergenza attivata da leva di frenatura in M1,114
820,T456,2024-07-09 08:59:23.736641,150026,_9S14_,VEHICLE,Pressione CP sotto 8.5 bar in M8 (press. 9S14),114
821,T456,2024-07-09 08:59:24.626833,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,114
822,T456,2024-07-09 08:59:25.51908,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,114
823,T456,2024-07-09 08:59:26.41134,ILCK_PROP_18M1,ILCK_PROP_18M1,MDS,Cod. 18 Linea Emergenza Attiva,114
824,T456,2024-07-09 08:59:37.632693,11201,CCU_FltWtbR2,VEHICLE,Mancata ricezione R2 in CCU M1,901
825,T456,2024-07-09 08:59:38.102588,11202,CCU_FltWtbComm,VEHICLE,Mancata comunicazione WTB in CCU M1,901
826,T456,2024-07-09 08:59:38.572669,58001,ScmtOn_CabOff_1,SCMT_M8,Piastra abilitata in M8 con banco M8 disabilitato,901
827,T456,2024-07-09 08:59:39.045028,150007,_Standby_,VEHICLE,Stato STANDBY attivo,901
828,T456,2024-07-09 08:59:39.515798,158014,_DCPantoSts_,VEHICLE,Pantografo DC alto in T7,901
829,T456,2024-07-09 08:59:39.988368,ILCK_IRIP_T2_68,ILCK_IRIP_T2_68,T2_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,901
830,T456,2024-07-09 08:59:40.4587,ILCK_IRIP_T7_68,ILCK_IRIP_T7_68,T7_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,901
831,T456,2024-07-09 08:59:40.930805,ILCK_IR_T7_40,ILCK_IR_T7_40,T2_1Q2_IR,Cod 40. Contattore 1Q1 non nello stato DC,901
832,T456,2024-07-09 08:59:41.401854,ILCK_PROP_05,ILCK_PROP_05,VEHICLE,Cod. 05 Taglio trazione da SSB attivo,901
833,T456,2024-07-09 08:59:41.873128,ILCK_PROP_15,ILCK_PROP_15,MDS,Cod. 15 Nessun banco abilitato,901
834,T456,2024-07-09 08:59:42.344944,ILCK_Panto_T2_45,ILCK_Panto_T2_45,T2_PANTO,Cod 45. Mancata comunic. WTB con semitreno remoto,901
835,T456,2024-07-09 08:59:42.815985,ILCK_Panto_T7_45,ILCK_Panto_T7_45,T7_PANTO,Cod 45. Mancata comunic. WTB con semitreno remoto,901
836,T456,2024-07-09 08:59:43.28753,150009,_Parking_,VEHICLE,Stato PARKING attivo,901
837,T456,2024-07-09 08:59:43.759968,ILCK_PROP_02,ILCK_PROP_02,VEHICLE,Cod. 02 Taglio trazione comandato da RCEC,901
838,T456,2024-07-09 08:59:51.200538,41357,BRKSTS_TL_Inc1,FRENO,Incongruenza BRAKE_STATUS_TL e manettino di frenatura M1,141
839,T456,2024-07-09 08:59:51.584083,ILCK_PROP_01,ILCK_PROP_01,VEHICLE,Cod. 01 Max fren. di servizio richiesta da segnalamento,141
840,T456,2024-07-09 08:59:51.969617,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,141
841,T456,2024-07-09 08:59:52.356133,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,141
842,T456,2024-07-09 08:59:52.742816,ILCK_PROP_05,ILCK_PROP_05,VEHICLE,Cod. 05 Taglio trazione da SSB attivo,141
843,T456,2024-07-09 08:59:53.128153,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,141
844,T456,2024-07-09 08:59:53.513661,ILCK_PROP_22M1,ILCK_PROP_22M1,MDS,Cod. 22 Manettino fuori coasting dopo taglio trazione,141
845,T456,2024-07-09 08:59:55.043542,11050,_HVACcabNotOK_,HVAC_CAB_M1,Perdita di comunicazione con HVAC cabina M1,479
846,T456,2024-07-09 08:59:56.160709,102036,_IDoorUnblock_,T2_Porta_gangway_2,Guasto microswitch porta Gangway 2,479
847,T456,2024-07-09 08:59:57.280396,102038,_IDoorDCSFlt_,T2_Porta_gangway_2,Guasto microswitch porta Gangway 2,479
848,T456,2024-07-09 08:59:57.539983,11201,CCU_FltWtbR2,VEHICLE,Mancata ricezione R2 in CCU M1,885
849,T456,2024-07-09 08:59:58.198939,11202,CCU_FltWtbComm,VEHICLE,Mancata comunicazione WTB in CCU M1,885
850,T456,2024-07-09 08:59:58.40108,103028,_IDoorUnblock_,M3_Porta_gangway_1,Guasto microswitch porta Gangway 1,479
851,T456,2024-07-09 08:59:58.856078,150007,_Standby_,VEHICLE,Stato STANDBY attivo,885
852,T456,2024-07-09 08:59:59.514942,150009,_Parking_,VEHICLE,Stato PARKING attivo,885
853,T456,2024-07-09 08:59:59.519592,103030,_IDoorDCSFlt_,M3_Porta_gangway_1,Guasto microswitch porta Gangway 1,479
854,T456,2024-07-09 08:59:59.711045,101028,_IDoorUnblock_,M1_Porta_gangway_1,Guasto microswitch porta Gangway,372
855,T456,2024-07-09 09:00:00.172572,158014,_DCPantoSts_,VEHICLE,Pantografo DC alto in T7,885
856,T456,2024-07-09 09:00:00.831124,ILCK_IRIP_T2_68,ILCK_IRIP_T2_68,T2_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,885
857,T456,2024-07-09 09:00:01.310531,101030,_IDoorDCSFlt_,M1_Porta_gangway_1,Guasto microswitch porta Gangway,372
858,T456,2024-07-09 09:00:01.488952,ILCK_IRIP_T7_68,ILCK_IRIP_T7_68,T7_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,885
859,T456,2024-07-09 09:00:02.148452,ILCK_IR_T7_40,ILCK_IR_T7_40,T2_1Q2_IR,Cod 40. Contattore 1Q1 non nello stato DC,885
860,T456,2024-07-09 09:00:02.386765,21456,MIC_INV_ALRM_RHEO_BLOC_NO_APIR,CONV_TRAZ_M1,Allarme blocco restato,430
861,T456,2024-07-09 09:00:02.806754,ILCK_PROP_08,ILCK_PROP_08,VEHICLE,Cod. 08 Loop porte aperto,885
862,T456,2024-07-09 09:00:02.846195,21476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M1,Apertura forz. contatt. Convert. Princip. DC,430
863,T456,2024-07-09 09:00:02.909147,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,372
864,T456,2024-07-09 09:00:03.305807,26456,MIC_INV_ALRM_RHEO_BLOC_NO_APIR,CONV_TRAZ_M6,Allarme blocco restato,430
865,T456,2024-07-09 09:00:03.464402,ILCK_PROP_15,ILCK_PROP_15,MDS,Cod. 15 Nessun banco abilitato,885
866,T456,2024-07-09 09:00:03.766286,26476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M6,Apertura forz. contatt. Convert. Princip. DC,430
867,T456,2024-07-09 09:00:04.123133,ILCK_Panto_T2_45,ILCK_Panto_T2_45,T2_PANTO,Cod 45. Mancata comunic. WTB con semitreno remoto,885
868,T456,2024-07-09 09:00:04.225352,ILCK_PROP_14,ILCK_PROP_14,MDS,Cod. 14 Nessuna direzione impostata,430
869,T456,2024-07-09 09:00:04.78114,ILCK_Panto_T7_45,ILCK_Panto_T7_45,T7_PANTO,Cod 45. Mancata comunic. WTB con semitreno remoto,885
870,T456,2024-07-09 09:00:13.506584,108028,_IDoorUnblock_,M8_Porta_gangway_1,Guasto microswitch porta Gangway,418
871,T456,2024-07-09 09:00:13.555596,108030,_IDoorDCSFlt_,M8_Porta_gangway_1,Guasto microswitch porta Gangway,418
872,T456,2024-07-09 09:00:19.391078,11050,_HVACcabNotOK_,HVAC_CAB_M1,Perdita di comunicazione con HVAC cabina M1,104
873,T456,2024-07-09 09:00:21.342157,18050,_HVACcabNotOK_,HVAC_CAB_M8,Perdita di comunicazione con HVAC cabina M1,104
874,T456,2024-07-09 09:00:23.291739,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,104
875,T456,2024-07-09 09:00:32.878601,150017,_CmdCloseIR_,VEHICLE,Comando chiusura IR/IP da banco,718
876,T456,2024-07-09 09:00:33.137881,18050,_HVACcabNotOK_,HVAC_CAB_M8,Perdita di comunicazione con HVAC cabina M1,207
877,T456,2024-07-09 09:00:33.811503,157019,_1Q21_,T7_1Q2_IR,IR chiuso in cassa T7,718
878,T456,2024-07-09 09:00:34.744164,EVT_IP_T2_47,EVT_IP_T2_47,T2_1Q4_IP,Cod 47. Line Voltage Type non 25KV,718
879,T456,2024-07-09 09:00:34.871828,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,207
880,T456,2024-07-09 09:00:35.679125,EVT_IP_T7_47,EVT_IP_T7_47,T7_1Q4_IP,Cod 47. Line Voltage Type non 25KV,718
881,T456,2024-07-09 09:00:36.611441,ILCK_IR_T2_01,ILCK_IR_T2_01,T2_1Q2_IR,Cod 01. Mancanza tensione di linea su treno locale,718
882,T456,2024-07-09 09:00:37.544325,ILCK_IR_T7_01,ILCK_IR_T7_01,T2_1Q2_IR,Cod 01. Mancanza tensione di linea su treno locale,718
883,T456,2024-07-09 09:00:38.478242,ILCK_IR_T7_40,ILCK_IR_T7_40,T2_1Q2_IR,Cod 40. Contattore 1Q1 non nello stato DC,718
884,T456,2024-07-09 09:00:39.411485,21219,_MCQ1SwitchSts_,TCU_M1,Guasto interruttore di isolamento 25 kV (stato),718
885,T456,2024-07-09 09:00:40.275171,11050,_HVACcabNotOK_,HVAC_CAB_M1,Perdita di comunicazione con HVAC cabina M1,340
886,T456,2024-07-09 09:00:40.34435,150026,_9S14_,VEHICLE,Pressione CP sotto 8.5 bar in M8 (press. 9S14),718
887,T456,2024-07-09 09:00:40.808448,104028,_IDoorUnblock_,T4_Porta_gangway_1,Guasto microswitch porta Gangway 1,340
888,T456,2024-07-09 09:00:41.339867,104030,_IDoorDCSFlt_,T4_Porta_gangway_1,Guasto microswitch porta Gangway 1,340
889,T456,2024-07-09 09:00:42.515339,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,17
890,T456,2024-07-09 09:00:43.106031,21192,_tcu1OK_,TCU_M1,Auto esclusione convertitore M1,807
891,T456,2024-07-09 09:00:43.106204,21226,_TCUCmdApir_,TCU_M1,Comando apertura IR da TCU1 attivo,807
892,T456,2024-07-09 09:00:43.106326,23226,_TCUCmdApir_,TCU_M3,Comando apertura IR da TCU2 attivo,807
893,T456,2024-07-09 09:00:43.106322,23192,_tcu2OK_,TCU_M3,Auto esclusione convertitore M3,807
894,T456,2024-07-09 09:00:43.11157,26192,_tcu2OK_,TCU_M6,Auto esclusione convertitore M6,807
896,T456,2024-07-09 09:00:43.111818,26226,_TCUCmdApir_,TCU_M6,Comando apertura IR da TCU3 attivo,807
895,T456,2024-07-09 09:00:43.111926,27872,_2F47_,T7_2F47,Intervento 2F47 (Toilette) in T7,807
897,T456,2024-07-09 09:00:43.112342,28192,_tcu1OK_,TCU_M8,Auto esclusione convertitore M8,807
898,T456,2024-07-09 09:00:43.112956,28226,_TCUCmdApir_,TCU_M8,Comando apertura IR da TCU4 attivo,807
899,T456,2024-07-09 09:00:43.114245,41001,_BCUPwrOn_,BCU_M1,Avvio centralina BCU M1,807
900,T456,2024-07-09 09:00:43.116683,41025,_IRV1AuxResOutRngFlt_,BCU_M1,Pressione serbatoio ausiliario fuori limite (carrello 1),807
901,T456,2024-07-09 09:00:43.117936,41031,_IRV2AuxResOutRngFlt_,BCU_M1,Pressione serbatoio ausiliario fuori limite (carrello 2),807
902,T456,2024-07-09 09:00:43.118074,41257,_9S06On_,M1_9S06,Dispositivo 9S06 attivo (assistenza EP isolata),807
903,T456,2024-07-09 09:00:43.118111,42001,_BCUPwrOn_,BCU_T2,Avvio centralina BCU T2,807
904,T456,2024-07-09 09:00:43.118167,42025,_IRV1AuxResOutRngFlt_,BCU_T2,Pressione serbatoio ausiliario fuori limite (carrello 1),807
905,T456,2024-07-09 09:00:43.118158,42031,_IRV2AuxResOutRngFlt_,BCU_T2,Pressione serbatoio ausiliario fuori limite (carrello 2),807
906,T456,2024-07-09 09:00:43.118335,43001,_BCUPwrOn_,BCU_M3,Avvio centralina BCU M3,807
907,T456,2024-07-09 09:00:43.118349,43025,_IRV1AuxResOutRngFlt_,BCU_M3,Pressione serbatoio ausiliario fuori limite (carrello 1),807
908,T456,2024-07-09 09:00:43.118381,44001,_BCUPwrOn_,BCU_T4,Avvio centralina BCU T4,807
909,T456,2024-07-09 09:00:43.118398,45001,_BCUPwrOn_,BCU_T5,Avvio centralina BCU T5,807
910,T456,2024-07-09 09:00:43.11953,45025,_IRV1AuxResOutRngFlt_,BCU_T5,Pressione serbatoio ausiliario fuori limite (carrello 1),807
911,T456,2024-07-09 09:00:43.120809,45031,_IRV2AuxResOutRngFlt_,BCU_T5,Pressione serbatoio ausiliario fuori limite (carrello 2),807
912,T456,2024-07-09 09:00:43.120913,46001,_BCUPwrOn_,BCU_M6,Avvio centralina BCU M6,807
913,T456,2024-07-09 09:00:43.121011,47001,_BCUPwrOn_,BCU_T7,Avvio centralina BCU T7,807
915,T456,2024-07-09 09:00:43.121082,47031,_IRV2AuxResOutRngFlt_,BCU_T7,Pressione serbatoio ausiliario fuori limite (carrello 2),807
914,T456,2024-07-09 09:00:43.121047,47025,_IRV1AuxResOutRngFlt_,BCU_T7,Pressione serbatoio ausiliario fuori limite (carrello 1),807
916,T456,2024-07-09 09:00:43.121129,48001,_BCUPwrOn_,BCU_M8,Avvio centralina BCU M8,807
917,T456,2024-07-09 09:00:43.1211,48025,_IRV1AuxResOutRngFlt_,BCU_M8,Pressione serbatoio ausiliario fuori limite (carrello 1),807
918,T456,2024-07-09 09:00:43.1212,48031,_IRV2AuxResOutRngFlt_,BCU_M8,Pressione serbatoio ausiliario fuori limite (carrello 2),807
919,T456,2024-07-09 09:00:43.121236,48099,_D_SUSP_LOW2_,BCU_M8,Press. Sospens. fuori range (carrello 2) DOWN,807
920,T456,2024-07-09 09:00:43.122552,91150,_EDCU_LwSpdFlt_,EDCU_M1_1,Incorenza sts velocita' 0 porta 1 M1,807
921,T456,2024-07-09 09:00:43.123844,91151,_EDCU_LwSpdFlt_,EDCU_M1_2,Incorenza sts velocita' 0 porta 2 M1,807
922,T456,2024-07-09 09:00:43.124035,92015,_10K19Flt0_,PORTE_EST,Indebita eccitazione 10K19 veicolo T2,807
923,T456,2024-07-09 09:00:43.124057,92150,_EDCU_LwSpdFlt_,EDCU_T2_1,Incorenza sts velocita' 0 porta 1 T2,807
924,T456,2024-07-09 09:00:43.124106,92151,_EDCU_LwSpdFlt_,EDCU_T2_2,Incorenza sts velocita' 0 porta 2 T2,807
925,T456,2024-07-09 09:00:43.124141,92152,_EDCU_LwSpdFlt_,EDCU_T2_3,Incorenza sts velocita' 0 porta 3 T2,807
926,T456,2024-07-09 09:00:43.124217,92153,_EDCU_LwSpdFlt_,EDCU_T2_4,Incorenza sts velocita' 0 porta 4 T2,807
927,T456,2024-07-09 09:00:43.124239,93015,_10K19Flt0_,PORTE_EST,Indebita eccitazione 10K19 veicolo M3,807
928,T456,2024-07-09 09:00:43.124282,93150,_EDCU_LwSpdFlt_,EDCU_M3_1,Incorenza sts velocita' 0 porta 1 M3,807
929,T456,2024-07-09 09:00:43.124322,93151,_EDCU_LwSpdFlt_,EDCU_M3_2,Incorenza sts velocita' 0 porta 2 M3,807
930,T456,2024-07-09 09:00:43.125652,93152,_EDCU_LwSpdFlt_,EDCU_M3_3,Incorenza sts velocita' 0 porta 3 M3,807
931,T456,2024-07-09 09:00:43.126917,93153,_EDCU_LwSpdFlt_,EDCU_M3_4,Incorenza sts velocita' 0 porta 4 M3,807
932,T456,2024-07-09 09:00:43.127118,94150,_EDCU_LwSpdFlt_,EDCU_T4_1,Incorenza sts velocita' 0 porta 1 T4,807
933,T456,2024-07-09 09:00:43.127121,94151,_EDCU_LwSpdFlt_,EDCU_T4_2,Incorenza sts velocita' 0 porta 2 T4,807
934,T456,2024-07-09 09:00:43.127246,95015,_10K19Flt0_,PORTE_EST,Indebita eccitazione 10K19 veicolo T5,807
943,T456,2024-07-09 09:00:43.130046,97150,_EDCU_LwSpdFlt_,EDCU_T7_1,Incorenza sts velocita' 0 porta 1 T7,807
948,T456,2024-07-09 09:00:43.133596,98151,_EDCU_LwSpdFlt_,EDCU_M8_2,Incorenza sts velocita' 0 porta 2 M8,807
958,T456,2024-07-09 09:00:43.136197,151022,_HvOnBoardUnit_,T2_1Q4_IP,Alta tensione non presente in M1-T4,807
966,T456,2024-07-09 09:00:43.139263,ILCK_PROP_01,ILCK_PROP_01,VEHICLE,Cod. 01 Max fren. di servizio richiesta da segnalamento,807
971,T456,2024-07-09 09:00:43.14225,43031,_IRV2AuxResOutRngFlt_,BCU_M3,Pressione serbatoio ausiliario fuori limite (carrello 2),807
1221,T456,2024-07-09 09:06:05.516573,41353,9K48_Emg,FRENO,Frenatura di emergenza attivata da leva di frenatura in M1,516
1599,T456,2024-07-09 09:20:22.940368,86094,_SnsDmprY75_,HVAC_M6,Guasto al sensore del damper Y75,263
1785,T456,2024-07-09 09:38:07.280509,21476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M1,Apertura forz. contatt. Convert. Princip. DC,642
2181,T456,2024-07-09 10:04:18.387409,151021,_LowSpdTL_,M1_9K42,Linea treno Velocita' zero  attiva in M1-T4,854
2184,T456,2024-07-09 10:04:20.569195,ILCK_PROP_12M8,ILCK_PROP_12M8,MDS,Cod. 12 Rilascio Porte Sinistre Attivo,854
2185,T456,2024-07-09 10:04:20.98426,ILCK_PROP_02,ILCK_PROP_02,VEHICLE,Cod. 02 Taglio trazione comandato da RCEC,70
2364,T456,2024-07-09 10:12:32.962621,ILCK_PROP_13M8,ILCK_PROP_13_M8,MDS,Cod. 13 Leva MC 6S01 non in trazione,51
2528,T456,2024-07-09 10:29:48.938404,ILCK_PROP_11M1,ILCK_PROP_11M1,MDS,Cod. 11 Rilascio Porte Destre Attivo,864
2696,T456,2024-07-09 11:00:44.534797,44275,_Cmpr1OilLvlFlt_,FRENO,Livello olio basso nel compressore 1,234
2697,T456,2024-07-09 11:00:44.940521,45275,_Cmpr1OilLvlFlt_,FRENO,Livello olio basso nel compressore 1,234
2734,T456,2024-07-09 11:03:23.490934,48244,_ManDbvIsol_,BCU_M8,Rubinetto RIM 9S30 chiuso (valvola freni macchinista isolata man.),143
2735,T456,2024-07-09 11:03:23.724864,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,143
2956,T456,2024-07-09 11:11:56.902061,ILCK_IRIP_T2_03,ILCK_IRIP_T2_03,T2_MCB,Cod 03. Apertura Interruttore principale richiesto da TCU1 M1,914
2957,T456,2024-07-09 11:11:57.106403,ILCK_IRIP_T2_56,ILCK_IRIP_T2_56,T2_MCB,Cod 56. Apertura da TCU1  locale (M1),914
3146,T456,2024-07-09 11:30:15.479522,150007,_Standby_,VEHICLE,Stato STANDBY attivo,885
3324,T456,2024-07-09 11:59:55.870051,11106,IDUKo,SMC,Mancata ricezione ds 200 da CCU,830
3325,T456,2024-07-09 11:59:56.278058,21219,_MCQ1SwitchSts_,TCU_M1,Guasto interruttore di isolamento 25 kV (stato),830
3332,T456,2024-07-09 11:59:57.906789,28476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M8,Apertura forz. contatt. Convert. Princip. DC,830
3333,T456,2024-07-09 11:59:58.314407,150018,_CmdOpenIR_,VEHICLE,Comando apertura IR/IP da banco,830
3337,T456,2024-07-09 11:59:59.94442,ILCK_IRIP_T7_57,ILCK_IRIP_T7_57,T7_MCB,Cod 57. Apertura da TCU2  locale (M6),830
3338,T456,2024-07-09 12:00:00.350556,ILCK_IRIP_T7_68,ILCK_IRIP_T7_68,T7_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,830
3527,T456,2024-07-09 12:07:29.044414,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,219
3528,T456,2024-07-09 12:07:29.913342,ILCK_PROP_05,ILCK_PROP_05,VEHICLE,Cod. 05 Taglio trazione da SSB attivo,219
3725,T456,2024-07-09 12:13:49.348103,12051,_HVACpxNotOK_,HVAC_T2,Perdita di comunicazione con HVAC T2,296
3960,T456,2024-07-09 12:39:28.988144,152019,_1Q21_,T2_1Q2_IR,IR chiuso in cassa T2,789
4176,T456,2024-07-09 13:00:10.277185,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,437
4305,T456,2024-07-09 13:06:54.236386,ILCK_IRIP_T7_58,ILCK_IRIP_T7_58,T7_MCB,Cod 58. Apertura da TCU1 remota (M1),914
4306,T456,2024-07-09 13:06:54.440326,ILCK_IRIP_T7_59,ILCK_IRIP_T7_59,T7_MCB,Cod 59. Apertura da TCU2 remota (M3),914
4307,T456,2024-07-09 13:06:54.64524,ILCK_PROP_05,ILCK_PROP_05,VEHICLE,Cod. 05 Taglio trazione da SSB attivo,914
4308,T456,2024-07-09 13:06:54.850458,ILCK_PROP_21M8,ILCK_PROP_21M8,MDS,Cod. 21 AT non presente,914
4309,T456,2024-07-09 13:06:55.054766,ILCK_Panto_T2_07,ILCK_Panto_T2_07,T2_PANTO,Cod 07. Comando abbassamento panto richiesto da remoto,914
4464,T456,2024-07-09 13:15:30.766657,21476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M1,Apertura forz. contatt. Convert. Princip. DC,918
4465,T456,2024-07-09 13:15:31.027158,23376,NO_LINE_VOLTAGE,CONV_TRAZ_M3,Nessuna tensione di linea,918
4466,T456,2024-07-09 13:15:31.288496,23476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M3,Apertura forz. contatt. Convert. Princip. DC,918
4475,T456,2024-07-09 13:15:33.636826,150016,_IRIP_OpenSts_,VEHICLE,Nessun IR o IP chiuso,918
4476,T456,2024-07-09 13:15:33.897141,151022,_HvOnBoardUnit_,T2_1Q4_IP,Alta tensione non presente in M1-T4,918
4477,T456,2024-07-09 13:15:34.158787,ILCK_IP_T2_51,ILCK_IP_T2_51,T2_1Q4_IP,Cod 51. 1Q7 non nello stato di aperto,918
4478,T456,2024-07-09 13:15:34.419054,ILCK_IP_T2_55,ILCK_IP_T2_55,T2_1Q4_IP,Cod 55. Sezionatore 1Q7  non aperto in AC,918
4627,T456,2024-07-09 13:32:15.821111,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,177
939,T456,2024-07-09 09:00:43.127546,96151,_EDCU_LwSpdFlt_,EDCU_M6_2,Incorenza sts velocita' 0 porta 2 M6,807
